,manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,actual quantity consumed per 100 km
30457,Tesla Motors,Model S,2015,Model S85,278.0,08.10.2022,152674.0,142.0,29.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,20.422535211267608
30458,Tesla Motors,Model S,2015,Model S85,278.0,03.10.2022,152532.0,89.0,22.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,24.719101123595504
30459,Tesla Motors,Model S,2015,Model S85,278.0,30.09.2022,152443.0,151.0,33.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,21.85430463576159
30460,Tesla Motors,Model S,2015,Model S85,278.0,27.09.2022,152292.0,121.0,27.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,22.31404958677686
30461,Tesla Motors,Model S,2015,Model S85,278.0,24.09.2022,152171.0,107.0,26.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,24.299065420560748
30462,Tesla Motors,Model S,2015,Model S85,278.0,21.09.2022,152064.0,103.0,23.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,22.330097087378643
30463,Tesla Motors,Model S,2015,Model S85,278.0,19.09.2022,151961.0,126.0,19.0,Electricity,Summer tires,0,1,1,Normal,,0,0,,,,Tesla_Model_S_2015,15.079365079365079
30464,Tesla Motors,Model S,2015,Model S85,278.0,18.09.2022,151835.0,152.0,32.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,21.052631578947366
30465,Tesla Motors,Model S,2015,Model S85,278.0,16.09.2022,151683.0,129.0,31.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,24.031007751937985
30466,Tesla Motors,Model S,2015,Model S85,278.0,12.09.2022,151554.0,101.0,10.0,Electricity,Summer tires,1,0,1,Normal,,0,0,,,,Tesla_Model_S_2015,9.900990099009901
30467,Tesla Motors,Model S,2015,Model S85,278.0,11.09.2022,151453.0,237.0,58.0,Electricity,Summer tires,0,1,0,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,24.47257383966245
30468,Tesla Motors,Model S,2015,Model S85,278.0,11.09.2022,151216.0,75.0,35.0,Electricity,Summer tires,1,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,46.666666666666664
30469,Tesla Motors,Model S,2015,Model S85,278.0,09.09.2022,151141.0,38.0,9.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,23.684210526315788
30470,Tesla Motors,Model S,2015,Model S85,278.0,09.09.2022,151103.0,157.0,25.0,Electricity,Summer tires,1,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,15.92356687898089
30471,Tesla Motors,Model S,2015,Model S85,278.0,07.09.2022,150946.0,50.0,19.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,38.0
30472,Tesla Motors,Model S,2015,Model S85,278.0,06.09.2022,150896.0,110.0,23.0,Electricity,Summer tires,1,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,20.909090909090907
30473,Tesla Motors,Model S,2015,Model S85,278.0,05.09.2022,150786.0,143.0,29.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,20.27972027972028
30474,Tesla Motors,Model S,2015,Model S85,278.0,01.09.2022,150643.0,174.0,27.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,15.517241379310345
30475,Tesla Motors,Model S,2015,Model S85,278.0,29.08.2022,150469.0,109.0,27.0,Electricity,Summer tires,0,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,24.770642201834864
30476,Tesla Motors,Model S,2015,Model S85,278.0,27.08.2022,150360.0,165.0,25.0,Electricity,Summer tires,0,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,15.151515151515152
30477,Tesla Motors,Model S,2015,Model S85,278.0,26.08.2022,150195.0,114.0,23.0,Electricity,Summer tires,0,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,20.175438596491226
30478,Tesla Motors,Model S,2015,Model S85,278.0,23.08.2022,150081.0,147.0,28.0,Electricity,Summer tires,0,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,19.047619047619047
30479,Tesla Motors,Model S,2015,Model S85,278.0,23.08.2022,149934.0,243.0,44.0,Electricity,Summer tires,0,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,18.106995884773664
30480,Tesla Motors,Model S,2015,Model S85,278.0,20.08.2022,149691.0,136.0,27.0,Electricity,Summer tires,0,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,19.852941176470587
30481,Tesla Motors,Model S,2015,Model S85,278.0,17.08.2022,149555.0,84.0,21.0,Electricity,Summer tires,0,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,25.0
30482,Tesla Motors,Model S,2015,Model S85,278.0,15.08.2022,149471.0,129.0,40.0,Electricity,Summer tires,0,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,31.007751937984494
30483,Tesla Motors,Model S,2015,Model S85,278.0,14.08.2022,149342.0,126.0,26.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,20.634920634920633
30484,Tesla Motors,Model S,2015,Model S85,278.0,08.08.2022,149216.0,127.0,20.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,15.748031496062993
30485,Tesla Motors,Model S,2015,Model S85,278.0,31.07.2022,149089.0,44.0,14.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,Trailer,Tesla_Model_S_2015,31.818181818181817
30486,Tesla Motors,Model S,2015,Model S85,278.0,30.07.2022,149045.0,34.0,13.0,Electricity,Summer tires,0,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,38.23529411764706
30487,Tesla Motors,Model S,2015,Model S85,278.0,24.07.2022,149011.0,38.0,15.0,Electricity,Summer tires,0,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,39.473684210526315
30488,Tesla Motors,Model S,2015,Model S85,278.0,23.07.2022,148973.0,148.0,32.0,Electricity,Summer tires,0,1,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,21.62162162162162
30489,Tesla Motors,Model S,2015,Model S85,278.0,22.07.2022,148825.0,104.0,17.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,16.346153846153847
30490,Tesla Motors,Model S,2015,Model S85,278.0,20.07.2022,148721.0,125.0,27.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,21.6
30491,Tesla Motors,Model S,2015,Model S85,278.0,15.07.2022,148596.0,106.0,25.0,Electricity,Summer tires,1,0,1,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,23.58490566037736
30492,Tesla Motors,Model S,2015,Model S85,278.0,10.07.2022,148490.0,187.0,30.0,Electricity,Summer tires,0,1,0,Normal,21.56,0,0,,5.459999999999997,,Tesla_Model_S_2015,16.0427807486631
30493,Tesla Motors,Model S,2015,Model S85,278.0,08.07.2022,148303.0,179.0,43.0,Electricity,Summer tires,1,1,1,Normal,24.02,0,0,,7.919999999999998,,Tesla_Model_S_2015,24.022346368715084
30494,Tesla Motors,Model S,2015,Model S85,278.0,08.07.2022,148124.0,103.0,44.0,Electricity,Summer tires,1,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,42.71844660194174
30495,Tesla Motors,Model S,2015,Model S85,278.0,06.07.2022,148021.0,151.0,27.0,Electricity,Summer tires,0,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,17.880794701986755
30496,Tesla Motors,Model S,2015,Model S85,278.0,02.07.2022,147870.0,34.0,7.0,Electricity,Summer tires,1,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,20.588235294117645
30497,Tesla Motors,Model S,2015,Model S85,278.0,30.06.2022,147836.0,39.0,11.0,Electricity,Summer tires,1,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,28.205128205128204
30498,Tesla Motors,Model S,2015,Model S85,278.0,30.06.2022,147797.0,84.0,26.0,Electricity,Summer tires,1,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,30.952380952380953
30499,Tesla Motors,Model S,2015,Model S85,278.0,29.06.2022,147713.0,89.0,11.0,Electricity,Summer tires,0,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,12.359550561797752
30500,Tesla Motors,Model S,2015,Model S85,278.0,22.06.2022,147624.0,153.0,32.0,Electricity,Summer tires,0,0,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,20.915032679738562
30501,Tesla Motors,Model S,2015,Model S85,278.0,19.06.2022,147471.0,139.0,18.0,Electricity,Summer tires,1,1,1,Normal,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,12.949640287769784
30502,Tesla Motors,Model S,2015,Model S85,278.0,13.06.2022,147332.0,126.0,58.0,Electricity,Summer tires,1,1,1,Normal,24.17,0,0,,8.07,,Tesla_Model_S_2015,46.03174603174603
30503,Tesla Motors,Model S,2015,Model S85,278.0,11.06.2022,147206.0,44.0,11.0,Electricity,Summer tires,1,0,1,Normal,24.17,0,0,,8.07,,Tesla_Model_S_2015,25.0
30504,Tesla Motors,Model S,2015,Model S85,278.0,30.05.2022,147162.0,135.0,23.0,Electricity,Summer tires,1,1,1,Normal,24.17,0,0,,8.07,,Tesla_Model_S_2015,17.037037037037038
30505,Tesla Motors,Model S,2015,Model S85,278.0,28.05.2022,147027.0,79.0,21.0,Electricity,Summer tires,1,0,1,Normal,24.17,0,0,,8.07,,Tesla_Model_S_2015,26.582278481012654
30506,Tesla Motors,Model S,2015,Model S85,278.0,23.05.2022,146948.0,187.0,25.0,Electricity,Summer tires,1,0,1,Normal,24.17,0,0,,8.07,,Tesla_Model_S_2015,13.368983957219251
30507,Tesla Motors,Model S,2015,Model S85,278.0,19.05.2022,146761.0,58.0,27.0,Electricity,Summer tires,1,1,1,Normal,22.43,0,0,,6.329999999999998,,Tesla_Model_S_2015,46.55172413793103
30508,Tesla Motors,Model S,2015,Model S85,278.0,18.05.2022,146703.0,132.0,29.0,Electricity,Summer tires,0,1,1,Normal,22.43,0,0,,6.329999999999998,,Tesla_Model_S_2015,21.96969696969697
30509,Tesla Motors,Model S,2015,Model S85,278.0,14.05.2022,146571.0,95.0,17.0,Electricity,Summer tires,0,1,1,Normal,22.43,0,0,,6.329999999999998,,Tesla_Model_S_2015,17.894736842105264
30510,Tesla Motors,Model S,2015,Model S85,278.0,13.05.2022,146476.0,152.0,25.0,Electricity,Summer tires,1,1,1,Normal,22.43,0,0,,6.329999999999998,,Tesla_Model_S_2015,16.447368421052634
30511,Tesla Motors,Model S,2015,Model S85,278.0,10.05.2022,146324.0,99.0,41.0,Electricity,Summer tires,1,1,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,41.41414141414141
30512,Tesla Motors,Model S,2015,Model S85,278.0,09.05.2022,146225.0,60.0,10.0,Electricity,Summer tires,1,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,16.666666666666664
30513,Tesla Motors,Model S,2015,Model S85,278.0,08.05.2022,146165.0,117.0,26.0,Electricity,Summer tires,1,1,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,22.22222222222222
30514,Tesla Motors,Model S,2015,Model S85,278.0,07.05.2022,146048.0,89.0,19.0,Electricity,Summer tires,1,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,21.34831460674157
30515,Tesla Motors,Model S,2015,Model S85,278.0,05.05.2022,145959.0,214.0,44.0,Electricity,Summer tires,1,1,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,20.5607476635514
30516,Tesla Motors,Model S,2015,Model S85,278.0,03.05.2022,145745.0,102.0,23.0,Electricity,Summer tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,22.54901960784314
30517,Tesla Motors,Model S,2015,Model S85,278.0,29.04.2022,145643.0,74.0,19.0,Electricity,Summer tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,25.675675675675674
30518,Tesla Motors,Model S,2015,Model S85,278.0,26.04.2022,145569.0,80.0,17.0,Electricity,Summer tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,21.25
30519,Tesla Motors,Model S,2015,Model S85,278.0,24.04.2022,145489.0,39.0,7.0,Electricity,Winter tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,17.94871794871795
30520,Tesla Motors,Model S,2015,Model S85,278.0,23.04.2022,145450.0,74.0,21.0,Electricity,Winter tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,28.37837837837838
30521,Tesla Motors,Model S,2015,Model S85,278.0,21.04.2022,145376.0,47.0,11.0,Electricity,Winter tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,23.404255319148938
30522,Tesla Motors,Model S,2015,Model S85,278.0,09.04.2022,145329.0,56.0,10.0,Electricity,Winter tires,0,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,17.857142857142858
30523,Tesla Motors,Model S,2015,Model S85,278.0,08.04.2022,145273.0,155.0,19.0,Electricity,Winter tires,1,0,1,Normal,22.14,0,0,,6.039999999999999,,Tesla_Model_S_2015,12.258064516129032
30524,Tesla Motors,Model S,2015,Model S85,278.0,06.04.2022,145118.0,20.0,14.0,Electricity,Winter tires,1,0,1,Normal,25.84,0,0,,9.739999999999998,,Tesla_Model_S_2015,70.0
30525,Tesla Motors,Model S,2015,Model S85,278.0,06.04.2022,145098.0,109.0,30.0,Electricity,Winter tires,1,0,1,Normal,25.84,0,0,,9.739999999999998,,Tesla_Model_S_2015,27.522935779816514
30526,Tesla Motors,Model S,2015,Model S85,278.0,02.04.2022,144989.0,105.0,28.0,Electricity,Winter tires,1,0,1,Normal,25.84,0,0,,9.739999999999998,,Tesla_Model_S_2015,26.666666666666668
30527,Tesla Motors,Model S,2015,Model S85,278.0,01.04.2022,144884.0,184.0,36.0,Electricity,Winter tires,1,0,1,Normal,25.84,0,0,,9.739999999999998,,Tesla_Model_S_2015,19.565217391304348
30528,Tesla Motors,Model S,2015,Model S85,278.0,28.03.2022,144700.0,220.0,50.0,Electricity,Winter tires,0,1,1,Normal,22.73,0,0,,6.629999999999999,,Tesla_Model_S_2015,22.727272727272727
30529,Tesla Motors,Model S,2015,Model S85,278.0,27.03.2022,144480.0,137.0,32.0,Electricity,Winter tires,0,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,23.357664233576642
30530,Tesla Motors,Model S,2015,Model S85,278.0,23.03.2022,144343.0,108.0,36.0,Electricity,Winter tires,1,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,33.33333333333333
30531,Tesla Motors,Model S,2015,Model S85,278.0,20.03.2022,144235.0,84.0,19.0,Electricity,Winter tires,1,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,22.61904761904762
30532,Tesla Motors,Model S,2015,Model S85,278.0,18.03.2022,144151.0,78.0,20.0,Electricity,Winter tires,1,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,25.64102564102564
30533,Tesla Motors,Model S,2015,Model S85,278.0,17.03.2022,144073.0,144.0,29.0,Electricity,Winter tires,1,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,20.13888888888889
30534,Tesla Motors,Model S,2015,Model S85,278.0,13.03.2022,143929.0,97.0,21.0,Electricity,Winter tires,0,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,21.649484536082475
30535,Tesla Motors,Model S,2015,Model S85,278.0,13.03.2022,143832.0,40.0,10.0,Electricity,Winter tires,0,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,25.0
30536,Tesla Motors,Model S,2015,Model S85,278.0,12.03.2022,143792.0,32.0,7.0,Electricity,Winter tires,0,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,21.875
30537,Tesla Motors,Model S,2015,Model S85,278.0,11.03.2022,143760.0,112.0,24.0,Electricity,Winter tires,1,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,21.428571428571427
30538,Tesla Motors,Model S,2015,Model S85,278.0,09.03.2022,143648.0,100.0,27.0,Electricity,Winter tires,0,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,27.0
30539,Tesla Motors,Model S,2015,Model S85,278.0,06.03.2022,143548.0,98.0,27.0,Electricity,Winter tires,0,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,27.55102040816326
30540,Tesla Motors,Model S,2015,Model S85,278.0,04.03.2022,143450.0,48.0,14.0,Electricity,Winter tires,1,0,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,29.166666666666668
30541,Tesla Motors,Model S,2015,Model S85,278.0,03.03.2022,143402.0,3.0,3.0,Electricity,Winter tires,1,0,0,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,100.0
30542,Tesla Motors,Model S,2015,Model S85,278.0,03.03.2022,143399.0,4.0,34.0,Electricity,Winter tires,1,0,0,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,850.0
30543,Tesla Motors,Model S,2015,Model S85,278.0,03.03.2022,143395.0,203.0,11.0,Electricity,Winter tires,0,1,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,5.41871921182266
30544,Tesla Motors,Model S,2015,Model S85,278.0,25.02.2022,143192.0,153.0,23.0,Electricity,Winter tires,0,1,1,Normal,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,15.032679738562091
30545,Tesla Motors,Model S,2015,Model S85,278.0,25.02.2022,143039.0,1.0,16.0,Electricity,Winter tires,0,0,1,Normal,26.5,0,0,,10.4,,Tesla_Model_S_2015,1600.0
30546,Tesla Motors,Model S,2015,Model S85,278.0,23.02.2022,143038.0,100.0,24.0,Electricity,Winter tires,0,0,1,Normal,26.5,0,0,,10.4,,Tesla_Model_S_2015,24.0
30547,Tesla Motors,Model S,2015,Model S85,278.0,22.02.2022,142938.0,55.0,14.0,Electricity,Winter tires,0,0,1,Normal,26.5,0,0,,10.4,,Tesla_Model_S_2015,25.454545454545453
30548,Tesla Motors,Model S,2015,Model S85,278.0,21.02.2022,142883.0,210.0,43.0,Electricity,Winter tires,0,1,0,Normal,26.5,0,0,,10.4,,Tesla_Model_S_2015,20.476190476190474
30549,Tesla Motors,Model S,2015,Model S85,278.0,21.02.2022,142673.0,92.0,36.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,39.130434782608695
30550,Tesla Motors,Model S,2015,Model S85,278.0,19.02.2022,142581.0,90.0,23.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,25.555555555555554
30551,Tesla Motors,Model S,2015,Model S85,278.0,17.02.2022,142491.0,67.0,31.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,46.26865671641791
30552,Tesla Motors,Model S,2015,Model S85,278.0,13.02.2022,142424.0,130.0,25.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,19.230769230769234
30553,Tesla Motors,Model S,2015,Model S85,278.0,12.02.2022,142294.0,108.0,30.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,27.77777777777778
30554,Tesla Motors,Model S,2015,Model S85,278.0,10.02.2022,142186.0,43.0,17.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,39.53488372093023
30555,Tesla Motors,Model S,2015,Model S85,278.0,09.02.2022,142143.0,112.0,26.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,23.214285714285715
30556,Tesla Motors,Model S,2015,Model S85,278.0,04.02.2022,142031.0,60.0,15.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,25.0
30557,Tesla Motors,Model S,2015,Model S85,278.0,03.02.2022,141971.0,41.0,12.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,29.268292682926827
30558,Tesla Motors,Model S,2015,Model S85,278.0,02.02.2022,141930.0,7.0,13.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,185.71428571428572
30559,Tesla Motors,Model S,2015,Model S85,278.0,02.02.2022,141923.0,48.0,21.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,43.75
30560,Tesla Motors,Model S,2015,Model S85,278.0,02.02.2022,141875.0,89.0,6.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,6.741573033707865
30561,Tesla Motors,Model S,2015,Model S85,278.0,28.01.2022,141786.0,61.0,21.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,34.42622950819672
30562,Tesla Motors,Model S,2015,Model S85,278.0,26.01.2022,141725.0,85.0,26.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,30.58823529411765
30563,Tesla Motors,Model S,2015,Model S85,278.0,24.01.2022,141640.0,119.0,36.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,30.252100840336134
30564,Tesla Motors,Model S,2015,Model S85,278.0,20.01.2022,141521.0,118.0,34.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,28.8135593220339
30565,Tesla Motors,Model S,2015,Model S85,278.0,18.01.2022,141403.0,41.0,32.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,78.04878048780488
30566,Tesla Motors,Model S,2015,Model S85,278.0,16.01.2022,141362.0,42.0,16.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,38.095238095238095
30567,Tesla Motors,Model S,2015,Model S85,278.0,15.01.2022,141320.0,119.0,10.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,8.403361344537815
30568,Tesla Motors,Model S,2015,Model S85,278.0,13.01.2022,141201.0,43.0,14.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,32.55813953488372
30569,Tesla Motors,Model S,2015,Model S85,278.0,12.01.2022,141158.0,59.0,13.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,22.033898305084744
30570,Tesla Motors,Model S,2015,Model S85,278.0,11.01.2022,141099.0,42.0,14.0,Electricity,Winter tires,1,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,33.33333333333333
30571,Tesla Motors,Model S,2015,Model S85,278.0,08.01.2022,141057.0,72.0,21.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,29.166666666666668
30572,Tesla Motors,Model S,2015,Model S85,278.0,06.01.2022,140985.0,42.0,12.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,28.57142857142857
30573,Tesla Motors,Model S,2015,Model S85,278.0,03.01.2022,140943.0,2.0,7.0,Electricity,Winter tires,1,0,0,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,350.0
30574,Tesla Motors,Model S,2015,Model S85,278.0,03.01.2022,140941.0,138.0,29.0,Electricity,Winter tires,0,1,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,21.014492753623188
30575,Tesla Motors,Model S,2015,Model S85,278.0,31.12.2021,140803.0,53.0,23.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,43.39622641509434
30576,Tesla Motors,Model S,2015,Model S85,278.0,29.12.2021,140750.0,19.0,21.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,110.5263157894737
30577,Tesla Motors,Model S,2015,Model S85,278.0,28.12.2021,140731.0,133.0,4.0,Electricity,Winter tires,0,0,1,Normal,28.34,0,0,,12.239999999999998,,Tesla_Model_S_2015,3.007518796992481
30578,Tesla Motors,Model S,2015,Model S85,278.0,24.12.2021,140598.0,68.0,45.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,66.17647058823529
30579,Tesla Motors,Model S,2015,Model S85,278.0,22.12.2021,140530.0,96.0,21.0,Electricity,Winter tires,1,1,1,Normal,28.46,0,0,,12.36,Trailer,Tesla_Model_S_2015,21.875
30580,Tesla Motors,Model S,2015,Model S85,278.0,21.12.2021,140434.0,63.0,14.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,22.22222222222222
30581,Tesla Motors,Model S,2015,Model S85,278.0,21.12.2021,140434.0,63.0,14.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,22.22222222222222
30582,Tesla Motors,Model S,2015,Model S85,278.0,20.12.2021,140371.0,43.0,11.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,25.581395348837212
30583,Tesla Motors,Model S,2015,Model S85,278.0,13.12.2021,140328.0,42.0,14.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,33.33333333333333
30584,Tesla Motors,Model S,2015,Model S85,278.0,11.12.2021,140286.0,131.0,35.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,26.717557251908396
30585,Tesla Motors,Model S,2015,Model S85,278.0,08.12.2021,140155.0,45.0,10.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,22.22222222222222
30586,Tesla Motors,Model S,2015,Model S85,278.0,08.12.2021,140110.0,41.0,29.0,Electricity,Winter tires,0,0,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,70.73170731707317
30587,Tesla Motors,Model S,2015,Model S85,278.0,03.12.2021,140069.0,160.0,21.0,Electricity,Winter tires,0,1,1,Normal,28.46,0,0,,12.36,,Tesla_Model_S_2015,13.125
